Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.47653E+18,https://twitter.com/EconomicsShiny/status/1476526023365771264,Update on #COVID19 Intensive Care Patients in major economies. #rstats https://t.co/ncXJssn0Xl,2021-12-30 12:10 +0000,425,6,0.014117647,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47653E+18,https://twitter.com/EconomicsShiny/status/1476525955497746432,Update on #COVID19 Hospitalizations in major economies.  #rstats https://t.co/U9fRl4m1Zk,2021-12-30 12:09 +0000,455,20,0.043956044,2,0,0,2,0,0,1,0,0,0,0,0,0,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47653E+18,https://twitter.com/EconomicsShiny/status/1476525886824460288,Daily new #COVID19 cases in major economies #rstats https://t.co/dqMgaybHc4,2021-12-30 12:09 +0000,494,18,0.036437247,2,0,3,0,0,0,0,0,0,0,0,0,0,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47629E+18,https://twitter.com/EconomicsShiny/status/1476291422080966667,"#Uncertainty Update: VIX at 17.54; 7-day average of the Economic Policy Uncertainty Index at 163.5, down -13 from the prior week #MarketVolatility #rstats https://t.co/uuh0DsKpgg https://t.co/X4XkR7wB1A",2021-12-29 20:37 +0000,519,11,0.021194605,2,0,0,1,2,0,2,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47619E+18,https://twitter.com/EconomicsShiny/status/1476187232419647497,Chicago Fed Financial Conditions Index in Dec 2021 at -0.58. Positive (negative) values indicate financial conditions that are tighter (looser) than average. #rstats https://t.co/oz9DvmUBLZ,2021-12-29 13:43 +0000,595,12,0.020168067,2,0,1,1,0,0,4,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47616E+18,https://twitter.com/EconomicsShiny/status/1476163422836383750,COVID 19 #PartialVaccination in major economies (defined as number of people who received at least one dose over total population). Details: https://t.co/xjHOWiFrYh  #rstats https://t.co/pkT9erMY1B,2021-12-29 12:09 +0000,483,15,0.031055901,2,0,0,0,2,0,4,0,0,0,0,0,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47593E+18,https://twitter.com/EconomicsShiny/status/1475929081451589639,"Paying more for #gas? Weighted av. gas prices currently at $3.38. Relative to 12 months ago, this is a $1.04 increase.  #rstats https://t.co/QqcdPkjg2b",2021-12-28 20:38 +0000,587,6,0.010221465,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4758E+18,https://twitter.com/EconomicsShiny/status/1475801180202799111,"Cross-Country Comparison: New confirmed cases of #COVID19 in major economies, using data as of 28 Dec, per 100K people #rstats https://t.co/GbssYbs2nj",2021-12-28 12:09 +0000,571,23,0.04028021,2,0,1,0,0,0,1,0,0,0,0,0,0,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4758E+18,https://twitter.com/EconomicsShiny/status/1475801127723667459,COVID 19 #FullVaccination in major economies (defined as number of people who received all doses prescribed by the vaccination protocol over total population). Details: https://t.co/xjHOWiFrYh  #rstats https://t.co/9ALJKnPDmq,2021-12-28 12:09 +0000,449,16,0.035634744,3,0,1,0,0,0,0,0,0,0,0,0,0,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4758E+18,https://twitter.com/EconomicsShiny/status/1475801077031313413,Update on #COVID19 Intensive Care Patients in major economies. #rstats https://t.co/3aAzc8rGpj,2021-12-28 12:09 +0000,408,4,0.009803922,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4758E+18,https://twitter.com/EconomicsShiny/status/1475801017761546244,Update on #COVID19 Hospitalizations in major economies.  #rstats https://t.co/yH3AUCzIx4,2021-12-28 12:09 +0000,487,11,0.022587269,2,1,2,0,0,0,1,0,0,0,0,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4758E+18,https://twitter.com/EconomicsShiny/status/1475800960236765194,Daily new #COVID19 cases in major economies #rstats https://t.co/9EissWTwUJ,2021-12-28 12:09 +0000,461,15,0.032537961,2,0,0,0,0,0,3,0,0,0,0,0,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47552E+18,https://twitter.com/EconomicsShiny/status/1475521438161543176,"#Texas #Manufacturing Outlook Survey: Update on wages and benefits, prices received, and prices paid for raw materials. 25.8% firms report higher delivery times, up 4.1 p.p. from last month #rstats https://t.co/rUYm6WZuJc",2021-12-27 17:38 +0000,599,4,0.006677796,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219886267944960,"Canada: New #COVID19 cases, as of 22 Dec, at 20,693; the 7-day rolling average is at 12,461, up from 10,523 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-26 21:40 +0000,483,1,0.002070393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219841627926534,"Brazil: New #COVID19 cases, as of 21 Dec, at 0; the 7-day rolling average is at 2,592, down from 3,317 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-26 21:39 +0000,538,2,0.003717472,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219797029777409,"Italy: New #COVID19 cases, as of 25 Dec, at 24,882; the 7-day rolling average is at 36,880, up from 36,797 the prior day (source: https://t.co/jQYRb8v52L) #rstats",2021-12-26 21:39 +0000,474,3,0.006329114,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219751085477890,"United Kingdom: New #COVID19 cases, as of 22 Dec, at 22,534; the 7-day rolling average is at 83,741, down from 94,381 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-26 21:39 +0000,493,4,0.00811359,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219706554499084,"Germany: New #COVID19 cases, as of 24 Dec, at 5,563; the 7-day rolling average is at 26,212, down from 29,500 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-26 21:39 +0000,531,2,0.003766478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47522E+18,https://twitter.com/EconomicsShiny/status/1475219658009624577,"United States: New #COVID19 cases, as of 24 Dec, at 58,348; the 7-day rolling average is at 187,990, down from 190,486 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-26 21:39 +0000,472,2,0.004237288,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47508E+18,https://twitter.com/EconomicsShiny/status/1475076244555370500,COVID 19 #FullVaccination in major economies (defined as number of people who received all doses prescribed by the vaccination protocol over total population). Details: https://t.co/xjHOWiFrYh  #rstats https://t.co/whlasMqWFL,2021-12-26 12:09 +0000,592,26,0.043918919,2,0,1,0,0,0,0,0,0,0,0,0,0,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47508E+18,https://twitter.com/EconomicsShiny/status/1475076195616276487,Update on #COVID19 Intensive Care Patients in major economies. #rstats https://t.co/rAXHCOWsL6,2021-12-26 12:09 +0000,672,17,0.025297619,2,0,0,1,0,0,4,0,0,0,0,0,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47508E+18,https://twitter.com/EconomicsShiny/status/1475076144051507207,Update on #COVID19 Hospitalizations in major economies.  #rstats https://t.co/XTOXpxVNem,2021-12-26 12:08 +0000,705,14,0.019858156,2,0,0,3,0,0,0,0,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47508E+18,https://twitter.com/EconomicsShiny/status/1475076092511854601,Daily new #COVID19 cases in major economies #rstats https://t.co/LonUeXm00R,2021-12-26 12:08 +0000,711,21,0.029535865,2,0,1,1,0,0,0,0,0,0,0,0,0,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47471E+18,https://twitter.com/EconomicsShiny/status/1474713900138606593,"Cross-Country Comparison: New confirmed cases of #COVID19 in major economies, using data as of 25 Dec, per 100K people #rstats https://t.co/9gYsbhKjSB",2021-12-25 12:09 +0000,726,30,0.041322314,2,0,1,0,0,1,6,0,0,0,0,0,0,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47471E+18,https://twitter.com/EconomicsShiny/status/1474713849475567618,COVID 19 #PartialVaccination in major economies (defined as number of people who received at least one dose over total population). Details: https://t.co/xjHOWiFrYh  #rstats https://t.co/j5DXTM50o3,2021-12-25 12:09 +0000,602,13,0.021594684,2,0,1,0,1,0,1,0,0,0,0,0,0,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47449E+18,https://twitter.com/EconomicsShiny/status/1474494567173038084,10Y #Treasury is at 1.46%. How are shorter-term interest rates contributing to the change in the #YieldCurve? #rstats https://t.co/s9KpYcJG6i https://t.co/nCxUqjozqd,2021-12-24 21:37 +0000,1108,31,0.027978339,3,0,2,4,4,1,4,0,0,0,0,0,0,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47435E+18,https://twitter.com/EconomicsShiny/status/1474351360850149377,"Cross-Country Comparison: New confirmed cases of #COVID19 in major economies, using data as of 24 Dec, per 100K people #rstats https://t.co/9LjKV3U69M",2021-12-24 12:08 +0000,600,30,0.05,2,0,1,2,0,1,1,0,0,0,0,0,0,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133272384917507,"Canada: New #COVID19 cases, as of 21 Dec, at 14,465; the 7-day rolling average is at 10,167, up from 8,931 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-23 21:42 +0000,341,1,0.002932551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133228546146307,"Brazil: New #COVID19 cases, as of 21 Dec, at 0; the 7-day rolling average is at 2,592, down from 3,317 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-23 21:42 +0000,314,1,0.003184713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133183767666691,"Italy: New #COVID19 cases, as of 21 Dec, at 36,326; the 7-day rolling average is at 27,199, up from 25,322 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-23 21:41 +0000,301,1,0.003322259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133138368446493,"United Kingdom: New #COVID19 cases, as of 20 Dec, at 24,461; the 7-day rolling average is at 77,531, down from 87,602 the prior day (source: https://t.co/jQYRb8v52L) #rstats",2021-12-23 21:41 +0000,308,2,0.006493506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133094596808709,"Germany: New #COVID19 cases, as of 21 Dec, at 31,490; the 7-day rolling average is at 33,302, down from 36,270 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-23 21:41 +0000,295,2,0.006779661,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474133048820129795,"United States: New #COVID19 cases, as of 21 Dec, at 242,794; the 7-day rolling average is at 171,380, up from 157,507 the prior day (source: https://t.co/jQYRb8dubd) #rstats",2021-12-23 21:41 +0000,282,1,0.003546099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474132931383906321,Increase in Bank Balance Sheets Post-Pandemic Mostly Driven by Higher Cash and Treasuries/Agencies #BankLending #rstats https://t.co/Cj3c3vKP7v,2021-12-23 21:40 +0000,463,4,0.008639309,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47413E+18,https://twitter.com/EconomicsShiny/status/1474132607667519496,#Housing update: Breakdown of new houses sold by sales price in Nov 2021. Roughly 33% of all new houses sold for &gt; $500K. #rstats https://t.co/QshefW9K9F,2021-12-23 21:39 +0000,594,9,0.015151515,2,0,0,1,0,0,0,0,0,0,0,0,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47412E+18,https://twitter.com/EconomicsShiny/status/1474117411037233153,#Housing update: Breakdown of new houses sold by sales price in Nov 2021. Roughly 33% of all new houses sold for &gt; $500K. #rstats https://t.co/Mcibd9mil6,2021-12-23 20:39 +0000,532,8,0.015037594,2,0,0,0,1,0,0,0,0,0,0,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47407E+18,https://twitter.com/EconomicsShiny/status/1474072298198114308,"#Thinking about buying a house? Average US 30-Year Fixed Rate #Mortgage last week at 3.05, down -0.07 p.p. from last week. 5/1 ARM at 2.4% #rstats https://t.co/nBcYV8XtRt",2021-12-23 17:39 +0000,463,8,0.017278618,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47407E+18,https://twitter.com/EconomicsShiny/status/1474072177955811340,#Housing update: Breakdown of new houses sold by sales price in Nov 2021. Roughly 33% of all new houses sold for &gt; $500K. #rstats https://t.co/gap0SaDHZh,2021-12-23 17:39 +0000,725,18,0.024827586,2,0,2,3,1,0,1,0,0,0,0,0,0,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47404E+18,https://twitter.com/EconomicsShiny/status/1474035909825867779,"#Housing update: New home sales in Nov 2021 at 744K, up 82K from last month. Average sales price at $481700. Monthly housing supply at 6.5 months. #rstats https://t.co/2S2gYm5g5n",2021-12-23 15:15 +0000,418,9,0.0215311,1,0,1,2,0,0,0,0,0,0,0,0,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47404E+18,https://twitter.com/EconomicsShiny/status/1474035831606325251,#Housing update: Breakdown of new houses sold by sales price in Nov 2021. Roughly 33% of all new houses sold for &gt; $500K. #rstats https://t.co/NMz1tQFWmN,2021-12-23 15:15 +0000,405,1,0.002469136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47404E+18,https://twitter.com/EconomicsShiny/status/1474035436511277087,"The Financial #Stress index by the St. Louis Fed for the week of December 17 came in at -0.63. Values above 0 suggest above-average financial stress, and values below 0 suggest less than average financial stress #rstats https://t.co/r8FYsyEr0r",2021-12-23 15:13 +0000,417,5,0.011990408,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47403E+18,https://twitter.com/EconomicsShiny/status/1474028244135522311,Low vehicles sales and low inventory the result of supply chain disruptions #vehiclesales #rstats https://t.co/FETaKgVEkZ,2021-12-23 14:44 +0000,343,6,0.017492711,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47402E+18,https://twitter.com/EconomicsShiny/status/1474020816371265541,"Total #LightVehicle sales at 12.86M units (saar), down -0.1M units from last month. #rstats https://t.co/F5tvNBq6K8",2021-12-23 14:15 +0000,358,7,0.019553073,1,0,1,1,0,0,1,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47402E+18,https://twitter.com/EconomicsShiny/status/1474020555242328065,"Headline PCE inflation running at 5.58% y/y, up 0.59p.p. from last month. CPI inflation at 6.65%. FED target is 2%. #rstats https://t.co/wbAZsfPSpd",2021-12-23 14:14 +0000,361,6,0.016620499,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47402E+18,https://twitter.com/EconomicsShiny/status/1474020499399266315,"#Inflation Update: Is U.S. inflation out of control, or reverting back to trend? With inflation running below target since the financial crisiss, the recent spike in inflation brings it only marginally above a 2% trendline #PriceLevelTargeting #rstats https://t.co/C1TcgHy9hT",2021-12-23 14:14 +0000,638,18,0.028213166,2,0,1,0,0,0,5,0,0,0,0,0,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47401E+18,https://twitter.com/EconomicsShiny/status/1474012869779988483,Weekly Initial Unemployment Claims  decrease to 205K (down 0K from prior week); 4-week moving average of continued claims  decrease to 1919.8K in Dec 2021 #rstats https://t.co/pM5dcIj6EZ,2021-12-23 13:43 +0000,491,9,0.018329939,2,0,0,0,1,0,5,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47399E+18,https://twitter.com/EconomicsShiny/status/1473989390791843844,Update on #COVID19 Intensive Care Patients in major economies. #rstats https://t.co/NyZ8Iog4Fk,2021-12-23 12:10 +0000,754,16,0.021220159,3,0,0,2,0,0,4,0,0,0,0,0,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47399E+18,https://twitter.com/EconomicsShiny/status/1473989322097532929,Update on #COVID19 Hospitalizations in major economies.  #rstats https://t.co/U4X4QoymTF,2021-12-23 12:10 +0000,377,7,0.018567639,2,0,0,0,0,0,2,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47399E+18,https://twitter.com/EconomicsShiny/status/1473989252522328076,Daily new #COVID19 cases in major economies #rstats https://t.co/4QgzGXO5MI,2021-12-23 12:09 +0000,425,18,0.042352941,2,0,0,3,1,0,1,0,0,0,0,0,0,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47376E+18,https://twitter.com/EconomicsShiny/status/1473755635347038217,"Air Traffic coming back, Public Transportation not so much #rstats https://t.co/4jD8yPt25b https://t.co/4oZbzMKy6c",2021-12-22 20:41 +0000,436,16,0.036697248,2,0,0,1,0,0,1,0,0,0,0,0,0,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47375E+18,https://twitter.com/EconomicsShiny/status/1473754722373074944,"#Uncertainty Update: VIX at 21.01; 7-day average of the Economic Policy Uncertainty Index at 133.2, up 8 from the prior week #MarketVolatility #rstats https://t.co/uuh0DsKX5O https://t.co/xOGlYk5gF6",2021-12-22 20:38 +0000,356,2,0.005617978,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47367E+18,https://twitter.com/EconomicsShiny/status/1473673593489965062,"Existing Home Sales in Nov 2021 at 6460K units,  up 1.9% q/q #rstats https://t.co/RiJni3BLEu",2021-12-22 15:15 +0000,406,4,0.009852217,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47367E+18,https://twitter.com/EconomicsShiny/status/1473665746777608198,Comparing Recoveries Across All Major Components of U.S. GDP #recovery #rstats https://t.co/qod1obwd1V,2021-12-22 14:44 +0000,347,8,0.023054755,1,0,1,1,2,0,0,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47367E+18,https://twitter.com/EconomicsShiny/status/1473665692662747152,How Does the Current U.S Recovery Compare to Prior Recessions? #rstats https://t.co/UFjK5KqIM8,2021-12-22 14:44 +0000,367,4,0.010899183,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47367E+18,https://twitter.com/EconomicsShiny/status/1473665631673270278,"Real #GDP (qq, annualized) for Jul 2021 came in at 2.3%, down from last quarter's 6.7% #rstats https://t.co/XUm0TjP3QM",2021-12-22 14:44 +0000,369,4,0.010840108,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47365E+18,https://twitter.com/EconomicsShiny/status/1473652810684243969,Chicago Fed Financial Conditions Index in Dec 2021 at -0.57. Positive (negative) values indicate financial conditions that are tighter (looser) than average. #rstats https://t.co/a6MZfU4c0P,2021-12-22 13:53 +0000,417,8,0.019184652,2,0,1,1,0,0,1,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47365E+18,https://twitter.com/EconomicsShiny/status/1473652642387836934,Chicago Fed Overall #NationalActivityIndex for Nov 2021 at 0.37. Values above/below zero suggest that the national economy is expanding above/below its historical trend rate of growth. #rstats https://t.co/4jD8yPt25b https://t.co/W2o3ncKvZC,2021-12-22 13:52 +0000,312,3,0.009615385,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.47365E+18,https://twitter.com/EconomicsShiny/status/1473652594249711625,"Chicago Fed Index for Sales, Orders, and Inventories for Nov 2021 at 0.03. An average of 23 indicators, this series is an early signal of recessions/expansions. Values above/below zero suggest that the economy is expanding above/below historical trend growth. #rstats https://t.co/y8b7AfcmcW",2021-12-22 13:52 +0000,395,3,0.007594937,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
